measurement_name	peak_intensity	MF
AO_high^SPE_1_Segment10	78672.4	C13H11O8N1S0
AO_high^SPE_1_Segment10	355624.9	C14H15O7N1S0
AO_high^SPE_1_Segment10	265065.4	C15H19O6N1S0
AO_high^SPE_1_Segment10	74042	C16H23O5N1S0
AO_high^SPE_1_Segment10	119957.6	C13H13O8N1S0
AO_high^SPE_1_Segment10	634502.2	C14H17O7N1S0
AO_high^SPE_1_Segment10	181638.7	C15H21O6N1S0
AO_high^SPE_1_Segment10	71031.3	C16H25O5N1S0
AO_high^SPE_1_Segment10	260068.7	C13H15O8N1S0
AO_high^SPE_1_Segment10	427365.3	C14H19O7N1S0
AO_high^SPE_1_Segment10	86893.8	C15H23O6N1S0
AO_high^SPE_1_Segment10	66876.8	C12H13O9N1S0
AO_high^SPE_1_Segment10	312837.4	C13H17O8N1S0
AO_high^SPE_1_Segment10	125782	C14H21O7N1S0
AO_high^SPE_1_Segment10	111543.1	C12H15O9N1S0
AO_high^SPE_1_Segment10	78167.4	C16H15O6N1S0
AO_high^SPE_1_Segment10	158471.8	C13H19O8N1S0
AO_high^SPE_1_Segment10	65376.4	C14H23O7N1S0
AO_high^SPE_1_Segment10	69168.7	C18H23O4N1S0
AO_high^SPE_1_Segment10	96162.5	C15H13O7N1S0
AO_high^SPE_1_Segment10	154538.9	C12H17O9N1S0
AO_high^SPE_1_Segment10	131755.1	C16H17O6N1S0
AO_high^SPE_1_Segment10	69379.5	C13H21O8N1S0
AO_high^SPE_1_Segment10	70467.8	C17H21O5N1S0
AO_high^SPE_1_Segment10	66158.9	C14H11O8N1S0
AO_high^SPE_1_Segment10	220783.5	C15H15O7N1S0
AO_high^SPE_1_Segment10	98575.9	C12H19O9N1S0
AO_high^SPE_1_Segment10	179696.2	C16H19O6N1S0
AO_high^SPE_1_Segment10	65744.6	C13H23O8N1S0
AO_high^SPE_1_Segment10	70680.9	C17H23O5N1S0
AO_high^SPE_1_Segment10	153237.1	C14H13O8N1S0
AO_high^SPE_1_Segment10	63429.5	C11H17O10N1S0
AO_high^SPE_1_Segment10	461525.8	C15H17O7N1S0
AO_high^SPE_1_Segment10	72366.2	C12H21O9N1S0
AO_high^SPE_1_Segment10	148310.5	C16H21O6N1S0
AO_high^SPE_1_Segment10	76095.2	C17H25O5N1S0
AO_high^SPE_1_Segment10	343356.3	C14H15O8N1S0
AO_high^SPE_1_Segment10	607869.1	C15H19O7N1S0
AO_high^SPE_1_Segment10	131421.8	C16H23O6N1S0
AO_high^SPE_1_Segment10	73235.8	C13H13O9N1S0
AO_high^SPE_1_Segment10	538980.6	C14H17O8N1S0
AO_high^SPE_1_Segment10	300773.3	C15H21O7N1S0
AO_high^SPE_1_Segment10	66638	C16H25O6N1S0
AO_high^SPE_1_Segment10	64598.4	C16H11O7N1S0
AO_high^SPE_1_Segment10	181900.8	C13H15O9N1S0
AO_high^SPE_1_Segment10	378765.5	C14H19O8N1S0
AO_high^SPE_1_Segment10	108174.3	C15H23O7N1S0
AO_high^SPE_1_Segment10	211478.4	C13H17O9N1S0
AO_high^SPE_1_Segment10	150583.2	C14H21O8N1S0
AO_high^SPE_1_Segment10	72423.4	C15H11O8N1S0
AO_high^SPE_1_Segment10	86719.9	C12H15O10N1S0
AO_high^SPE_1_Segment10	115360.2	C16H15O7N1S0
AO_high^SPE_1_Segment10	183328.6	C13H19O9N1S0
AO_high^SPE_1_Segment10	96928.9	C17H19O6N1S0
AO_high^SPE_1_Segment10	64657.4	C14H23O8N1S0
AO_high^SPE_1_Segment10	65337.7	C18H23O5N1S0
AO_high^SPE_1_Segment10	94682	C15H13O8N1S0
AO_high^SPE_1_Segment10	132666.4	C12H17O10N1S0
AO_high^SPE_1_Segment10	288458.8	C16H17O7N1S0
AO_high^SPE_1_Segment10	123339.2	C13H21O9N1S0
AO_high^SPE_1_Segment10	103275.5	C17H21O6N1S0
AO_high^SPE_1_Segment10	82164.3	C18H25O5N1S0
AO_high^SPE_1_Segment10	256692.8	C15H15O8N1S0
AO_high^SPE_1_Segment10	76941.3	C12H19O10N1S0
AO_high^SPE_1_Segment10	488949.6	C16H19O7N1S0
AO_high^SPE_1_Segment10	107926.4	C17H23O6N1S0
AO_high^SPE_1_Segment10	92167	C14H13O9N1S0
AO_high^SPE_1_Segment10	764703.8	C15H17O8N1S0
AO_high^SPE_1_Segment10	375456.6	C16H21O7N1S0
AO_high^SPE_1_Segment10	76313.4	C17H25O6N1S0
AO_high^SPE_1_Segment10	75066.1	C18H29O5N1S0
AO_high^SPE_1_Segment10	73201.6	C17H11O7N1S0
AO_high^SPE_1_Segment10	232170	C14H15O9N1S0
AO_high^SPE_1_Segment10	828106.8	C15H19O8N1S0
AO_high^SPE_1_Segment10	168075.6	C16H23O7N1S0
AO_high^SPE_1_Segment10	65188.4	C17H27O6N1S0
AO_high^SPE_1_Segment10	381236.9	C14H17O9N1S0
AO_high^SPE_1_Segment10	383349.7	C15H21O8N1S0
AO_high^SPE_1_Segment10	74614.5	C16H25O7N1S0
AO_high^SPE_1_Segment10	83294.8	C13H15O10N1S0
AO_high^SPE_1_Segment10	73383.1	C17H15O7N1S0
AO_high^SPE_1_Segment10	306655.6	C14H19O9N1S0
AO_high^SPE_1_Segment10	122080.3	C15H23O8N1S0
AO_high^SPE_1_Segment10	92200.6	C16H13O8N1S0
AO_high^SPE_1_Segment10	128233.4	C17H17O7N1S0
AO_high^SPE_1_Segment10	177705.8	C14H21O9N1S0
AO_high^SPE_1_Segment10	85210.1	C18H21O6N1S0
AO_high^SPE_1_Segment10	64554.9	C19H25O5N1S0
AO_high^SPE_1_Segment10	185266.4	C16H15O8N1S0
AO_high^SPE_1_Segment10	125970.8	C13H19O10N1S0
AO_high^SPE_1_Segment10	305715.1	C17H19O7N1S0
AO_high^SPE_1_Segment10	97843.6	C14H23O9N1S0
AO_high^SPE_1_Segment10	90963.9	C18H23O6N1S0
AO_high^SPE_1_Segment10	69860.6	C19H27O5N1S0
AO_high^SPE_1_Segment10	83674.9	C15H13O9N1S0
AO_high^SPE_1_Segment10	84627.3	C12H17O11N1S0
AO_high^SPE_1_Segment10	450587.7	C16H17O8N1S0
AO_high^SPE_1_Segment10	97516.1	C13H21O10N1S0
AO_high^SPE_1_Segment10	316700.4	C17H21O7N1S0
AO_high^SPE_1_Segment10	86589.1	C18H25O6N1S0
AO_high^SPE_1_Segment10	73589.9	C19H29O5N1S0
AO_high^SPE_1_Segment10	256067.7	C15H15O9N1S0
AO_high^SPE_1_Segment10	71356.1	C12H19O11N1S0
AO_high^SPE_1_Segment10	836676.4	C16H19O8N1S0
AO_high^SPE_1_Segment10	217893.2	C17H23O7N1S0
AO_high^SPE_1_Segment10	84789.9	C18H27O6N1S0
AO_high^SPE_1_Segment10	611820	C15H17O9N1S0
AO_high^SPE_1_Segment10	617068.8	C16H21O8N1S0
AO_high^SPE_1_Segment10	102061.4	C17H25O7N1S0
AO_high^SPE_1_Segment10	114291.1	C14H15O10N1S0
AO_high^SPE_1_Segment10	628499.8	C15H19O9N1S0
AO_high^SPE_1_Segment10	229268.6	C16H23O8N1S0
AO_high^SPE_1_Segment10	75698.1	C17H13O8N1S0
AO_high^SPE_1_Segment10	203194.5	C14H17O10N1S0
AO_high^SPE_1_Segment10	336827.3	C15H21O9N1S0
AO_high^SPE_1_Segment10	77195.9	C16H25O8N1S0
AO_high^SPE_1_Segment10	110081.1	C17H15O8N1S0
AO_high^SPE_1_Segment10	277857.5	C14H19O10N1S0
AO_high^SPE_1_Segment10	134705.8	C18H19O7N1S0
AO_high^SPE_1_Segment10	170050.2	C15H23O9N1S0
AO_high^SPE_1_Segment10	72922.5	C19H23O6N1S0
AO_high^SPE_1_Segment10	84631	C16H13O9N1S0
AO_high^SPE_1_Segment10	88215.4	C13H17O11N1S0
AO_high^SPE_1_Segment10	237671.7	C17H17O8N1S0
AO_high^SPE_1_Segment10	184680.1	C14H21O10N1S0
AO_high^SPE_1_Segment10	186408.4	C18H21O7N1S0
AO_high^SPE_1_Segment10	65121.1	C19H25O6N1S0
AO_high^SPE_1_Segment10	237933.2	C16H15O9N1S0
AO_high^SPE_1_Segment10	86029.6	C13H19O11N1S0
AO_high^SPE_1_Segment10	585901.8	C17H19O8N1S0
AO_high^SPE_1_Segment10	189838.5	C18H23O7N1S0
AO_high^SPE_1_Segment10	66839.2	C19H27O6N1S0
AO_high^SPE_1_Segment10	590290.9	C16H17O9N1S0
AO_high^SPE_1_Segment10	678867.6	C17H21O8N1S0
AO_high^SPE_1_Segment10	124244.3	C18H25O7N1S0
AO_high^SPE_1_Segment10	163927.7	C15H15O10N1S0
AO_high^SPE_1_Segment10	898680.4	C16H19O9N1S0
AO_high^SPE_1_Segment10	429369.1	C17H23O8N1S0
AO_high^SPE_1_Segment10	81665.7	C18H27O7N1S0
AO_high^SPE_1_Segment10	315548.8	C15H17O10N1S0
AO_high^SPE_1_Segment10	662941.5	C16H21O9N1S0
AO_high^SPE_1_Segment10	152478.2	C17H25O8N1S0
AO_high^SPE_1_Segment10	65416.9	C14H15O11N1S0
AO_high^SPE_1_Segment10	348993.6	C15H19O10N1S0
AO_high^SPE_1_Segment10	78937.9	C19H19O7N1S0
AO_high^SPE_1_Segment10	266626.3	C16H23O9N1S0
AO_high^SPE_1_Segment10	87570.9	C17H27O8N1S0
AO_high^SPE_1_Segment10	66941	C17H13O9N1S0
AO_high^SPE_1_Segment10	129077.4	C14H17O11N1S0
AO_high^SPE_1_Segment10	104197.7	C18H17O8N1S0
AO_high^SPE_1_Segment10	349414	C15H21O10N1S0
AO_high^SPE_1_Segment10	100310.3	C19H21O7N1S0
AO_high^SPE_1_Segment10	122982.7	C16H25O9N1S0
AO_high^SPE_1_Segment10	127081.2	C17H15O9N1S0
AO_high^SPE_1_Segment10	157897.5	C14H19O11N1S0
AO_high^SPE_1_Segment10	267017.8	C18H19O8N1S0
AO_high^SPE_1_Segment10	198282.2	C15H23O10N1S0
AO_high^SPE_1_Segment10	124970.5	C19H23O7N1S0
AO_high^SPE_1_Segment10	67291.1	C20H27O6N1S0
AO_high^SPE_1_Segment10	73276.4	C16H13O10N1S0
AO_high^SPE_1_Segment10	384557.1	C17H17O9N1S0
AO_high^SPE_1_Segment10	128525.4	C14H21O11N1S0
AO_high^SPE_1_Segment10	431085.7	C18H21O8N1S0
AO_high^SPE_1_Segment10	114206.4	C19H25O7N1S0
AO_high^SPE_1_Segment10	164592	C16H15O10N1S0
AO_high^SPE_1_Segment10	68552.4	C13H19O12N1S0
AO_high^SPE_1_Segment10	818512.7	C17H19O9N1S0
AO_high^SPE_1_Segment10	86193.1	C14H23O11N1S0
AO_high^SPE_1_Segment10	437201.3	C18H23O8N1S0
AO_high^SPE_1_Segment10	84482	C19H27O7N1S0
AO_high^SPE_1_Segment10	380211.4	C16H17O10N1S0
AO_high^SPE_1_Segment10	910196.1	C17H21O9N1S0
AO_high^SPE_1_Segment10	232628.7	C18H25O8N1S0
AO_high^SPE_1_Segment10	582166.6	C16H19O10N1S0
AO_high^SPE_1_Segment10	470679.2	C17H23O9N1S0
AO_high^SPE_1_Segment10	112631.8	C18H27O8N1S0
AO_high^SPE_1_Segment10	71280.5	C18H13O9N1S0
AO_high^SPE_1_Segment10	143256.9	C15H17O11N1S0
AO_high^SPE_1_Segment10	476729.5	C16H21O10N1S0
AO_high^SPE_1_Segment10	175674.1	C17H25O9N1S0
AO_high^SPE_1_Segment10	95955.3	C18H15O9N1S0
AO_high^SPE_1_Segment10	218267.6	C15H19O11N1S0
AO_high^SPE_1_Segment10	108315.9	C19H19O8N1S0
AO_high^SPE_1_Segment10	241884.2	C16H23O10N1S0
AO_high^SPE_1_Segment10	73484.5	C20H23O7N1S0
AO_high^SPE_1_Segment10	86460.9	C17H27O9N1S0
AO_high^SPE_1_Segment10	79213.1	C21H27O6N1S0
AO_high^SPE_1_Segment10	70301.5	C14H17O12N1S0
AO_high^SPE_1_Segment10	172029.8	C18H17O9N1S0
AO_high^SPE_1_Segment10	233150.2	C15H21O11N1S0
AO_high^SPE_1_Segment10	226366.4	C19H21O8N1S0
AO_high^SPE_1_Segment10	117646.8	C16H25O10N1S0
AO_high^SPE_1_Segment10	96831.1	C20H25O7N1S0
AO_high^SPE_1_Segment10	67031.7	C21H29O6N1S0
AO_high^SPE_1_Segment10	73295	C16H11O11N1S0
AO_high^SPE_1_Segment10	111903.6	C17H15O10N1S0
AO_high^SPE_1_Segment10	80807.9	C14H19O12N1S0
AO_high^SPE_1_Segment10	512288.2	C18H19O9N1S0
AO_high^SPE_1_Segment10	131584.6	C15H23O11N1S0
AO_high^SPE_1_Segment10	277216.8	C19H23O8N1S0
AO_high^SPE_1_Segment10	90257.4	C20H27O7N1S0
AO_high^SPE_1_Segment10	314369.8	C17H17O10N1S0
AO_high^SPE_1_Segment10	77658.2	C14H21O12N1S0
AO_high^SPE_1_Segment10	863554.4	C18H21O9N1S0
AO_high^SPE_1_Segment10	83242.8	C15H25O11N1S0
AO_high^SPE_1_Segment10	220931.1	C19H25O8N1S0
AO_high^SPE_1_Segment10	68323.7	C20H29O7N1S0
AO_high^SPE_1_Segment10	95123.3	C16H15O11N1S0
AO_high^SPE_1_Segment10	694371.9	C17H19O10N1S0
AO_high^SPE_1_Segment10	603236.6	C18H23O9N1S0
AO_high^SPE_1_Segment10	124613.2	C19H27O8N1S0
AO_high^SPE_1_Segment10	193541.3	C16H17O11N1S0
AO_high^SPE_1_Segment10	778885.9	C17H21O10N1S0
AO_high^SPE_1_Segment10	233094.6	C18H25O9N1S0
AO_high^SPE_1_Segment10	65818.9	C19H15O9N1S0
AO_high^SPE_1_Segment10	315879.3	C16H19O11N1S0
AO_high^SPE_1_Segment10	422823.9	C17H23O10N1S0
AO_high^SPE_1_Segment10	96872.5	C18H27O9N1S0
AO_high^SPE_1_Segment10	95512.5	C15H17O12N1S0
AO_high^SPE_1_Segment10	107064.7	C19H17O9N1S0
AO_high^SPE_1_Segment10	333769.1	C16H21O11N1S0
AO_high^SPE_1_Segment10	87225.3	C20H21O8N1S0
AO_high^SPE_1_Segment10	151401.7	C17H25O10N1S0
AO_high^SPE_1_Segment10	69474.3	C18H29O9N1S0
AO_high^SPE_1_Segment10	95961.9	C18H15O10N1S0
AO_high^SPE_1_Segment10	134506.2	C15H19O12N1S0
AO_high^SPE_1_Segment10	214570.5	C19H19O9N1S0
AO_high^SPE_1_Segment10	243242.8	C16H23O11N1S0
AO_high^SPE_1_Segment10	142571.1	C20H23O8N1S0
AO_high^SPE_1_Segment10	85163.4	C17H27O10N1S0
AO_high^SPE_1_Segment10	189899.6	C18H17O10N1S0
AO_high^SPE_1_Segment10	106315.9	C15H21O12N1S0
AO_high^SPE_1_Segment10	446860.2	C19H21O9N1S0
AO_high^SPE_1_Segment10	115468.5	C16H25O11N1S0
AO_high^SPE_1_Segment10	179148.8	C20H25O8N1S0
AO_high^SPE_1_Segment10	84924.6	C17H15O11N1S0
AO_high^SPE_1_Segment10	501933.3	C18H19O10N1S0
AO_high^SPE_1_Segment10	92765.6	C15H23O12N1S0
AO_high^SPE_1_Segment10	505645.8	C19H23O9N1S0
AO_high^SPE_1_Segment10	71862.2	C16H27O11N1S0
AO_high^SPE_1_Segment10	142574.5	C20H27O8N1S0
AO_high^SPE_1_Segment10	196526.3	C17H17O11N1S0
AO_high^SPE_1_Segment10	774990.9	C18H21O10N1S0
AO_high^SPE_1_Segment10	331663.5	C19H25O9N1S0
AO_high^SPE_1_Segment10	70816.1	C20H29O8N1S0
AO_high^SPE_1_Segment10	413039.8	C17H19O11N1S0
AO_high^SPE_1_Segment10	690672.4	C18H23O10N1S0
AO_high^SPE_1_Segment10	160881	C19H27O9N1S0
AO_high^SPE_1_Segment10	94000.8	C16H17O12N1S0
AO_high^SPE_1_Segment10	74017	C20H17O9N1S0
AO_high^SPE_1_Segment10	466577.4	C17H21O11N1S0
AO_high^SPE_1_Segment10	304850	C18H25O10N1S0
AO_high^SPE_1_Segment10	70626	C19H15O10N1S0
AO_high^SPE_1_Segment10	196242.3	C16H19O12N1S0
AO_high^SPE_1_Segment10	72818.6	C20H19O9N1S0
AO_high^SPE_1_Segment10	370674.9	C17H23O11N1S0
AO_high^SPE_1_Segment10	148883.5	C18H27O10N1S0
AO_high^SPE_1_Segment10	70471.2	C24H51O4N1S0
AO_high^SPE_1_Segment10	102739.5	C19H17O10N1S0
AO_high^SPE_1_Segment10	162163.9	C16H21O12N1S0
AO_high^SPE_1_Segment10	222420.1	C20H21O9N1S0
AO_high^SPE_1_Segment10	173620.5	C17H25O11N1S0
AO_high^SPE_1_Segment10	96100.7	C21H25O8N1S0
AO_high^SPE_1_Segment10	82820.8	C15H19O13N1S0
AO_high^SPE_1_Segment10	338997	C19H19O10N1S0
AO_high^SPE_1_Segment10	139829.4	C16H23O12N1S0
AO_high^SPE_1_Segment10	299637.6	C20H23O9N1S0
AO_high^SPE_1_Segment10	76262	C17H27O11N1S0
AO_high^SPE_1_Segment10	73830.2	C21H27O8N1S0
AO_high^SPE_1_Segment10	72350.9	C22H31O7N1S0
AO_high^SPE_1_Segment10	66360.4	C21H43O7N1S0
AO_high^SPE_1_Segment10	186646	C18H17O11N1S0
AO_high^SPE_1_Segment10	644246.6	C19H21O10N1S0
AO_high^SPE_1_Segment10	79286.9	C16H25O12N1S0
AO_high^SPE_1_Segment10	317335.2	C20H25O9N1S0
AO_high^SPE_1_Segment10	68631.8	C21H29O8N1S0
AO_high^SPE_1_Segment10	392695.5	C18H19O11N1S0
AO_high^SPE_1_Segment10	716600.1	C19H23O10N1S0
AO_high^SPE_1_Segment10	180376.7	C20H27O9N1S0
AO_high^SPE_1_Segment10	92712.4	C17H17O12N1S0
AO_high^SPE_1_Segment10	606169.1	C18H21O11N1S0
AO_high^SPE_1_Segment10	471513.7	C19H25O10N1S0
AO_high^SPE_1_Segment10	114426.3	C20H29O9N1S0
AO_high^SPE_1_Segment10	189146	C17H19O12N1S0
AO_high^SPE_1_Segment10	529530.6	C18H23O11N1S0
AO_high^SPE_1_Segment10	199227.2	C19H27O10N1S0
AO_high^SPE_1_Segment10	262299.6	C17H21O12N1S0
AO_high^SPE_1_Segment10	84059.9	C21H21O9N1S0
AO_high^SPE_1_Segment10	267676.2	C18H25O11N1S0
AO_high^SPE_1_Segment10	76252.8	C19H29O10N1S0
AO_high^SPE_1_Segment10	66944.5	C25H53O4N1S0
AO_high^SPE_1_Segment10	88148.3	C19H15O11N1S0
AO_high^SPE_1_Segment10	72412.6	C16H19O13N1S0
AO_high^SPE_1_Segment10	134652.9	C20H19O10N1S0
AO_high^SPE_1_Segment10	212093.3	C17H23O12N1S0
AO_high^SPE_1_Segment10	116157.5	C21H23O9N1S0
AO_high^SPE_1_Segment10	118653.9	C18H27O11N1S0
AO_high^SPE_1_Segment10	69749.4	C18H13O12N1S0
AO_high^SPE_1_Segment10	102046	C19H17O11N1S0
AO_high^SPE_1_Segment10	85822.3	C16H21O13N1S0
AO_high^SPE_1_Segment10	341406.6	C20H21O10N1S0
AO_high^SPE_1_Segment10	141470.9	C17H25O12N1S0
AO_high^SPE_1_Segment10	181375.2	C21H25O9N1S0
AO_high^SPE_1_Segment10	78127.1	C18H15O12N1S0
AO_high^SPE_1_Segment10	270335.7	C19H19O11N1S0
AO_high^SPE_1_Segment10	463360.3	C20H23O10N1S0
AO_high^SPE_1_Segment10	160416.9	C21H27O9N1S0
AO_high^SPE_1_Segment10	100512.9	C18H17O12N1S0
AO_high^SPE_1_Segment10	608417.5	C19H21O11N1S0
AO_high^SPE_1_Segment10	443426.1	C20H25O10N1S0
AO_high^SPE_1_Segment10	110274.7	C21H29O9N1S0
AO_high^SPE_1_Segment10	195202.7	C18H19O12N1S0
AO_high^SPE_1_Segment10	620611.3	C19H23O11N1S0
AO_high^SPE_1_Segment10	275075.9	C20H27O10N1S0
AO_high^SPE_1_Segment10	83076.5	C21H31O9N1S0
AO_high^SPE_1_Segment10	375908.6	C18H21O12N1S0
AO_high^SPE_1_Segment10	401765.3	C19H25O11N1S0
AO_high^SPE_1_Segment10	112101.9	C20H29O10N1S0
AO_high^SPE_1_Segment10	71325.6	C20H15O11N1S0
AO_high^SPE_1_Segment10	82454	C17H19O13N1S0
AO_high^SPE_1_Segment10	289670.6	C18H23O12N1S0
AO_high^SPE_1_Segment10	84438.9	C22H23O9N1S0
AO_high^SPE_1_Segment10	186055.2	C19H27O11N1S0
AO_high^SPE_1_Segment10	106775.7	C20H17O11N1S0
AO_high^SPE_1_Segment10	107656.1	C17H21O13N1S0
AO_high^SPE_1_Segment10	143912.3	C21H21O10N1S0
AO_high^SPE_1_Segment10	212872.7	C18H25O12N1S0
AO_high^SPE_1_Segment10	109145	C22H25O9N1S0
AO_high^SPE_1_Segment10	76281.3	C19H29O11N1S0
AO_high^SPE_1_Segment10	82173	C25H53O5N1S0
AO_high^SPE_1_Segment10	191561.9	C20H19O11N1S0
AO_high^SPE_1_Segment10	116938.3	C17H23O13N1S0
AO_high^SPE_1_Segment10	281418.5	C21H23O10N1S0
AO_high^SPE_1_Segment10	107562.9	C18H27O12N1S0
AO_high^SPE_1_Segment10	115819.1	C22H27O9N1S0
AO_high^SPE_1_Segment10	87803.5	C19H17O12N1S0
AO_high^SPE_1_Segment10	391532.2	C20H21O11N1S0
AO_high^SPE_1_Segment10	334124.8	C21H25O10N1S0
AO_high^SPE_1_Segment10	74885.4	C22H29O9N1S0
AO_high^SPE_1_Segment10	215501.9	C19H19O12N1S0
AO_high^SPE_1_Segment10	658958.6	C20H23O11N1S0
AO_high^SPE_1_Segment10	259599.2	C21H27O10N1S0
AO_high^SPE_1_Segment10	72039.8	C18H17O13N1S0
AO_high^SPE_1_Segment10	362480.4	C19H21O12N1S0
AO_high^SPE_1_Segment10	475057	C20H25O11N1S0
AO_high^SPE_1_Segment10	138129.6	C21H29O10N1S0
AO_high^SPE_1_Segment10	109458.4	C18H19O13N1S0
AO_high^SPE_1_Segment10	419539	C19H23O12N1S0
AO_high^SPE_1_Segment10	240147.6	C20H27O11N1S0
AO_high^SPE_1_Segment10	84932.2	C21H31O10N1S0
AO_high^SPE_1_Segment10	72324.7	C21H17O11N1S0
AO_high^SPE_1_Segment10	144853.1	C18H21O13N1S0
AO_high^SPE_1_Segment10	84229.4	C22H21O10N1S0
AO_high^SPE_1_Segment10	310645.7	C19H25O12N1S0
AO_high^SPE_1_Segment10	128758.3	C20H29O11N1S0
AO_high^SPE_1_Segment10	94807.6	C21H19O11N1S0
AO_high^SPE_1_Segment10	168215.9	C18H23O13N1S0
AO_high^SPE_1_Segment10	120664.2	C22H23O10N1S0
AO_high^SPE_1_Segment10	142520.6	C19H27O12N1S0
AO_high^SPE_1_Segment10	223354.6	C21H21O11N1S0
AO_high^SPE_1_Segment10	107706.9	C18H25O13N1S0
AO_high^SPE_1_Segment10	168571.2	C22H25O10N1S0
AO_high^SPE_1_Segment10	84267.6	C19H29O12N1S0
AO_high^SPE_1_Segment10	79387.8	C23H29O9N1S0
AO_high^SPE_1_Segment10	123997	C20H19O12N1S0
AO_high^SPE_1_Segment10	368541.7	C21H23O11N1S0
AO_high^SPE_1_Segment10	178046.3	C22H27O10N1S0
AO_high^SPE_1_Segment10	339392.2	C20H21O12N1S0
AO_high^SPE_1_Segment10	456448.8	C21H25O11N1S0
AO_high^SPE_1_Segment10	138209.5	C22H29O10N1S0
AO_high^SPE_1_Segment10	99410.8	C19H19O13N1S0
AO_high^SPE_1_Segment10	488483.4	C20H23O12N1S0
AO_high^SPE_1_Segment10	353892.1	C21H27O11N1S0
AO_high^SPE_1_Segment10	92452.7	C22H31O10N1S0
AO_high^SPE_1_Segment10	67893.3	C23H35O9N1S0
AO_high^SPE_1_Segment10	163366	C19H21O13N1S0
AO_high^SPE_1_Segment10	385094.7	C20H25O12N1S0
AO_high^SPE_1_Segment10	153959.3	C21H29O11N1S0
AO_high^SPE_1_Segment10	199593.3	C19H23O13N1S0
AO_high^SPE_1_Segment10	68045.5	C23H23O10N1S0
AO_high^SPE_1_Segment10	208553.9	C20H27O12N1S0
AO_high^SPE_1_Segment10	108666.5	C21H31O11N1S0
AO_high^SPE_1_Segment10	90059.4	C21H17O12N1S0
AO_high^SPE_1_Segment10	70987.8	C18H21O14N1S0
AO_high^SPE_1_Segment10	117068.1	C22H21O11N1S0
AO_high^SPE_1_Segment10	195564.5	C19H25O13N1S0
AO_high^SPE_1_Segment10	112140.7	C23H25O10N1S0
AO_high^SPE_1_Segment10	96765.1	C20H29O12N1S0
AO_high^SPE_1_Segment10	91758.6	C21H19O12N1S0
AO_high^SPE_1_Segment10	210351.2	C22H23O11N1S0
AO_high^SPE_1_Segment10	103487.6	C19H27O13N1S0
AO_high^SPE_1_Segment10	103695.8	C23H27O10N1S0
AO_high^SPE_1_Segment10	72264.2	C20H31O12N1S0
AO_high^SPE_1_Segment10	72896.9	C20H17O13N1S0
AO_high^SPE_1_Segment10	210321.6	C21H21O12N1S0
AO_high^SPE_1_Segment10	301330.2	C22H25O11N1S0
AO_high^SPE_1_Segment10	91906.8	C23H29O10N1S0
AO_high^SPE_1_Segment10	116627.8	C20H19O13N1S0
AO_high^SPE_1_Segment10	314356.5	C21H23O12N1S0
AO_high^SPE_1_Segment10	242421.1	C22H27O11N1S0
AO_high^SPE_1_Segment10	78757.7	C23H31O10N1S0
AO_high^SPE_1_Segment10	201622.6	C20H21O13N1S0
AO_high^SPE_1_Segment10	427927.2	C21H25O12N1S0
AO_high^SPE_1_Segment10	157687.8	C22H29O11N1S0
AO_high^SPE_1_Segment10	270713.1	C20H23O13N1S0
AO_high^SPE_1_Segment10	274361.8	C21H27O12N1S0
AO_high^SPE_1_Segment10	84954.4	C22H31O11N1S0
AO_high^SPE_1_Segment10	95082.8	C19H21O14N1S0
AO_high^SPE_1_Segment10	238555.5	C20H25O13N1S0
AO_high^SPE_1_Segment10	147740.1	C21H29O12N1S0
AO_high^SPE_1_Segment10	68724.6	C22H19O12N1S0
AO_high^SPE_1_Segment10	108284.9	C19H23O14N1S0
AO_high^SPE_1_Segment10	72253.2	C23H23O11N1S0
AO_high^SPE_1_Segment10	153949.5	C20H27O13N1S0
AO_high^SPE_1_Segment10	76685.8	C24H27O10N1S0
AO_high^SPE_1_Segment10	78350.1	C21H31O12N1S0
AO_high^SPE_1_Segment10	110494.4	C22H21O12N1S0
AO_high^SPE_1_Segment10	82014.7	C19H25O14N1S0
AO_high^SPE_1_Segment10	145951	C23H25O11N1S0
AO_high^SPE_1_Segment10	83311.3	C20H29O13N1S0
AO_high^SPE_1_Segment10	229183.9	C22H23O12N1S0
AO_high^SPE_1_Segment10	171584.5	C23H27O11N1S0
AO_high^SPE_1_Segment10	176288.4	C21H21O13N1S0
AO_high^SPE_1_Segment10	348705	C22H25O12N1S0
AO_high^SPE_1_Segment10	168193.6	C23H29O11N1S0
AO_high^SPE_1_Segment10	69428.6	C20H19O14N1S0
AO_high^SPE_1_Segment10	260545.2	C21H23O13N1S0
AO_high^SPE_1_Segment10	323777.8	C22H27O12N1S0
AO_high^SPE_1_Segment10	102194.4	C23H31O11N1S0
AO_high^SPE_1_Segment10	95889	C20H21O14N1S0
AO_high^SPE_1_Segment10	256097.6	C21H25O13N1S0
AO_high^SPE_1_Segment10	147234.2	C22H29O12N1S0
AO_high^SPE_1_Segment10	157313	C20H23O14N1S0
AO_high^SPE_1_Segment10	210561.6	C21H27O13N1S0
AO_high^SPE_1_Segment10	119842.2	C22H31O12N1S0
AO_high^SPE_1_Segment10	73544.2	C23H21O12N1S0
AO_high^SPE_1_Segment10	133088.5	C20H25O14N1S0
AO_high^SPE_1_Segment10	74496.8	C24H25O11N1S0
AO_high^SPE_1_Segment10	110337.1	C21H29O13N1S0
