measurement_name	peak_intensity	MF
AO_high_1_Segment9	65434.1	C20H23O6N1S0
AO_high_1_Segment9	249920.3	C14H17O11N1S0
AO_high_1_Segment9	251424.9	C15H21O10N1S0
AO_high_1_Segment9	88083.4	C17H15O9N1S0
AO_high_1_Segment9	142243.8	C14H19O11N1S0
AO_high_1_Segment9	102948.1	C18H19O8N1S0
AO_high_1_Segment9	95044.4	C15H23O10N1S0
AO_high_1_Segment9	99686.1	C16H13O10N1S0
AO_high_1_Segment9	252934.7	C17H17O9N1S0
AO_high_1_Segment9	88807.1	C14H21O11N1S0
AO_high_1_Segment9	154663.4	C18H21O8N1S0
AO_high_1_Segment9	79207.7	C15H25O10N1S0
AO_high_1_Segment9	510185.9	C17H19O9N1S0
AO_high_1_Segment9	152170.5	C18H23O8N1S0
AO_high_1_Segment9	134235.7	C15H13O11N1S0
AO_high_1_Segment9	827020.4	C16H17O10N1S0
AO_high_1_Segment9	494861	C17H21O9N1S0
AO_high_1_Segment9	95885.6	C18H25O8N1S0
AO_high_1_Segment9	360430.7	C15H15O11N1S0
AO_high_1_Segment9	1071023.4	C16H19O10N1S0
AO_high_1_Segment9	258288	C17H23O9N1S0
AO_high_1_Segment9	69184.6	C18H27O8N1S0
AO_high_1_Segment9	608465.6	C15H17O11N1S0
AO_high_1_Segment9	615890.3	C16H21O10N1S0
AO_high_1_Segment9	112002.9	C17H25O9N1S0
AO_high_1_Segment9	90500	C14H15O12N1S0
AO_high_1_Segment9	424948.6	C15H19O11N1S0
AO_high_1_Segment9	72580.9	C19H19O8N1S0
AO_high_1_Segment9	163989.2	C16H23O10N1S0
AO_high_1_Segment9	80982.9	C14H17O12N1S0
AO_high_1_Segment9	119031.2	C18H17O9N1S0
AO_high_1_Segment9	66579.5	C22H17O6N1S0
AO_high_1_Segment9	147063.6	C15H21O11N1S0
AO_high_1_Segment9	80472.2	C16H25O10N1S0
AO_high_1_Segment9	158233.6	C17H15O10N1S0
AO_high_1_Segment9	67306	C14H19O12N1S0
AO_high_1_Segment9	231162.2	C18H19O9N1S0
AO_high_1_Segment9	69674.6	C15H23O11N1S0
AO_high_1_Segment9	75282.9	C19H23O8N1S0
AO_high_1_Segment9	76676.1	C16H13O11N1S0
AO_high_1_Segment9	459228.8	C17H17O10N1S0
AO_high_1_Segment9	345245.4	C18H21O9N1S0
AO_high_1_Segment9	107278	C19H25O8N1S0
AO_high_1_Segment9	302719.4	C16H15O11N1S0
AO_high_1_Segment9	935552	C17H19O10N1S0
AO_high_1_Segment9	270720.7	C18H23O9N1S0
AO_high_1_Segment9	78386.2	C15H13O12N1S0
AO_high_1_Segment9	851746.8	C16H17O11N1S0
AO_high_1_Segment9	694179.4	C17H21O10N1S0
AO_high_1_Segment9	137060.1	C18H25O9N1S0
AO_high_1_Segment9	132421.8	C15H15O12N1S0
AO_high_1_Segment9	825670.4	C16H19O11N1S0
AO_high_1_Segment9	295431.1	C17H23O10N1S0
AO_high_1_Segment9	77975.7	C18H27O9N1S0
AO_high_1_Segment9	202185.7	C15H17O12N1S0
AO_high_1_Segment9	374762.3	C16H21O11N1S0
AO_high_1_Segment9	106907	C17H25O10N1S0
AO_high_1_Segment9	169837.8	C15H19O12N1S0
AO_high_1_Segment9	84902.1	C19H19O9N1S0
AO_high_1_Segment9	148078.5	C16H23O11N1S0
AO_high_1_Segment9	67990.7	C20H23O8N1S0
AO_high_1_Segment9	66053.2	C17H13O11N1S0
AO_high_1_Segment9	201009.9	C18H17O10N1S0
AO_high_1_Segment9	91722.2	C15H21O12N1S0
AO_high_1_Segment9	158130.5	C19H21O9N1S0
AO_high_1_Segment9	70562.9	C16H25O11N1S0
AO_high_1_Segment9	73683.2	C20H25O8N1S0
AO_high_1_Segment9	68323.8	C21H29O7N1S0
AO_high_1_Segment9	199381.9	C17H15O11N1S0
AO_high_1_Segment9	473942.5	C18H19O10N1S0
AO_high_1_Segment9	69598.9	C15H23O12N1S0
AO_high_1_Segment9	181463.2	C19H23O9N1S0
AO_high_1_Segment9	81007.9	C20H27O8N1S0
AO_high_1_Segment9	570234.8	C17H17O11N1S0
AO_high_1_Segment9	628603.4	C18H21O10N1S0
AO_high_1_Segment9	134428.1	C19H25O9N1S0
AO_high_1_Segment9	183423.2	C16H15O12N1S0
AO_high_1_Segment9	873631.9	C17H19O11N1S0
AO_high_1_Segment9	390240.6	C18H23O10N1S0
AO_high_1_Segment9	88337.3	C19H27O9N1S0
AO_high_1_Segment9	381380.6	C16H17O12N1S0
AO_high_1_Segment9	641221.3	C17H21O11N1S0
AO_high_1_Segment9	177893.9	C18H25O10N1S0
AO_high_1_Segment9	70793.4	C15H15O13N1S0
AO_high_1_Segment9	397610	C16H19O12N1S0
AO_high_1_Segment9	235370.7	C17H23O11N1S0
AO_high_1_Segment9	84603.4	C18H27O10N1S0
AO_high_1_Segment9	87415.3	C19H17O10N1S0
AO_high_1_Segment9	195727.7	C16H21O12N1S0
AO_high_1_Segment9	70127.9	C20H21O9N1S0
AO_high_1_Segment9	84176.3	C17H25O11N1S0
AO_high_1_Segment9	96372.3	C18H15O11N1S0
AO_high_1_Segment9	73108.7	C15H19O13N1S0
AO_high_1_Segment9	185109	C19H19O10N1S0
AO_high_1_Segment9	76973.4	C16H23O12N1S0
AO_high_1_Segment9	91141.7	C20H23O9N1S0
AO_high_1_Segment9	70358.1	C17H27O11N1S0
AO_high_1_Segment9	279514.2	C18H17O11N1S0
AO_high_1_Segment9	367130.8	C19H21O10N1S0
AO_high_1_Segment9	111739.5	C20H25O9N1S0
AO_high_1_Segment9	124287.4	C17H15O12N1S0
AO_high_1_Segment9	688896.1	C18H19O11N1S0
AO_high_1_Segment9	366208.8	C19H23O10N1S0
AO_high_1_Segment9	68689.4	C20H27O9N1S0
AO_high_1_Segment9	354661.3	C17H17O12N1S0
AO_high_1_Segment9	685094	C18H21O11N1S0
AO_high_1_Segment9	193702.7	C19H25O10N1S0
AO_high_1_Segment9	85850.6	C16H15O13N1S0
AO_high_1_Segment9	630603.3	C17H19O12N1S0
AO_high_1_Segment9	409292	C18H23O11N1S0
AO_high_1_Segment9	89964.7	C19H27O10N1S0
AO_high_1_Segment9	142544.6	C16H17O13N1S0
AO_high_1_Segment9	394225.3	C17H21O12N1S0
AO_high_1_Segment9	154098	C18H25O11N1S0
AO_high_1_Segment9	128390.6	C16H19O13N1S0
AO_high_1_Segment9	90022.9	C20H19O10N1S0
AO_high_1_Segment9	189719.3	C17H23O12N1S0
AO_high_1_Segment9	69503.9	C18H27O11N1S0
AO_high_1_Segment9	104348.1	C19H17O11N1S0
AO_high_1_Segment9	136156.8	C20H21O10N1S0
AO_high_1_Segment9	68809.2	C17H25O12N1S0
AO_high_1_Segment9	315361.9	C19H19O11N1S0
AO_high_1_Segment9	168066.6	C20H23O10N1S0
AO_high_1_Segment9	271047	C18H17O12N1S0
AO_high_1_Segment9	505607.7	C19H21O11N1S0
AO_high_1_Segment9	134760.4	C20H25O10N1S0
AO_high_1_Segment9	76572	C17H15O13N1S0
AO_high_1_Segment9	580012.7	C18H19O12N1S0
AO_high_1_Segment9	416301.3	C19H23O11N1S0
AO_high_1_Segment9	100750	C20H27O10N1S0
AO_high_1_Segment9	219857.5	C17H17O13N1S0
AO_high_1_Segment9	615506.2	C18H21O12N1S0
AO_high_1_Segment9	195666.9	C19H25O11N1S0
AO_high_1_Segment9	219990.9	C17H19O13N1S0
AO_high_1_Segment9	291831.5	C18H23O12N1S0
AO_high_1_Segment9	95768.2	C19H27O11N1S0
AO_high_1_Segment9	68297.8	C25H35O6N1S0
AO_high_1_Segment9	73939.6	C20H17O11N1S0
AO_high_1_Segment9	190620	C17H21O13N1S0
AO_high_1_Segment9	78924.3	C21H21O10N1S0
AO_high_1_Segment9	100716.7	C18H25O12N1S0
AO_high_1_Segment9	127392.6	C20H19O11N1S0
AO_high_1_Segment9	98577	C17H23O13N1S0
AO_high_1_Segment9	87265.3	C21H23O10N1S0
AO_high_1_Segment9	128228.7	C19H17O12N1S0
AO_high_1_Segment9	257701.3	C20H21O11N1S0
AO_high_1_Segment9	70245.7	C17H25O13N1S0
AO_high_1_Segment9	86758	C21H25O10N1S0
AO_high_1_Segment9	76112.5	C18H15O13N1S0
AO_high_1_Segment9	354889.2	C19H19O12N1S0
AO_high_1_Segment9	294025.8	C20H23O11N1S0
AO_high_1_Segment9	80786.5	C21H27O10N1S0
AO_high_1_Segment9	179468.7	C18H17O13N1S0
AO_high_1_Segment9	486189.3	C19H21O12N1S0
AO_high_1_Segment9	201934	C20H25O11N1S0
AO_high_1_Segment9	339856.6	C18H19O13N1S0
AO_high_1_Segment9	366161.3	C19H23O12N1S0
AO_high_1_Segment9	117329.9	C20H27O11N1S0
AO_high_1_Segment9	86371.6	C17H17O14N1S0
AO_high_1_Segment9	301492.2	C18H21O13N1S0
AO_high_1_Segment9	201524.8	C19H25O12N1S0
AO_high_1_Segment9	165015.4	C18H23O13N1S0
AO_high_1_Segment9	93512.1	C19H27O12N1S0
AO_high_1_Segment9	84681.7	C17H21O14N1S0
AO_high_1_Segment9	102857.9	C21H21O11N1S0
AO_high_1_Segment9	85946.3	C18H25O13N1S0
AO_high_1_Segment9	170203.9	C20H19O12N1S0
AO_high_1_Segment9	159804.5	C21H23O11N1S0
AO_high_1_Segment9	73773.1	C22H27O10N1S0
AO_high_1_Segment9	95805.5	C19H17O13N1S0
AO_high_1_Segment9	293886.1	C20H21O12N1S0
AO_high_1_Segment9	163902.7	C21H25O11N1S0
AO_high_1_Segment9	274271.5	C19H19O13N1S0
AO_high_1_Segment9	397408.1	C20H23O12N1S0
AO_high_1_Segment9	121968.7	C21H27O11N1S0
AO_high_1_Segment9	99520.6	C18H17O14N1S0
AO_high_1_Segment9	404161.2	C19H21O13N1S0
AO_high_1_Segment9	262529.8	C20H25O12N1S0
AO_high_1_Segment9	155842.1	C18H19O14N1S0
AO_high_1_Segment9	298466.7	C19H23O13N1S0
AO_high_1_Segment9	101123.3	C20H27O12N1S0
AO_high_1_Segment9	127108.1	C19H25O13N1S0
AO_high_1_Segment9	93892.3	C21H19O12N1S0
AO_high_1_Segment9	79860.9	C22H23O11N1S0
AO_high_1_Segment9	87252.8	C20H17O13N1S0
AO_high_1_Segment9	144037.4	C21H21O12N1S0
AO_high_1_Segment9	106822	C22H25O11N1S0
AO_high_1_Segment9	197925.9	C20H19O13N1S0
AO_high_1_Segment9	244902.5	C21H23O12N1S0
AO_high_1_Segment9	90807.1	C22H27O11N1S0
AO_high_1_Segment9	380422.8	C20H21O13N1S0
AO_high_1_Segment9	235399.5	C21H25O12N1S0
AO_high_1_Segment9	69728	C22H29O11N1S0
AO_high_1_Segment9	347175.8	C20H23O13N1S0
AO_high_1_Segment9	159496.4	C21H27O12N1S0
AO_high_1_Segment9	238728.2	C19H21O14N1S0
AO_high_1_Segment9	201064.8	C20H25O13N1S0
AO_high_1_Segment9	74656.6	C18H19O15N1S0
AO_high_1_Segment9	77690.4	C19H25O14N1S0
AO_high_1_Segment9	89146.6	C21H19O13N1S0
AO_high_1_Segment9	122539.2	C22H23O12N1S0
AO_high_1_Segment9	79435.4	C20H17O14N1S0
AO_high_1_Segment9	181356	C21H21O13N1S0
AO_high_1_Segment9	162092.6	C22H25O12N1S0
AO_high_1_Segment9	140077	C20H19O14N1S0
AO_high_1_Segment9	292589.6	C21H23O13N1S0
AO_high_1_Segment9	107342.2	C22H27O12N1S0
AO_high_1_Segment9	218894.7	C20H21O14N1S0
AO_high_1_Segment9	243279.3	C21H25O13N1S0
AO_high_1_Segment9	82336	C22H29O12N1S0
AO_high_1_Segment9	120337.4	C21H27O13N1S0
AO_high_1_Segment9	97778.4	C19H21O15N1S0
AO_high_1_Segment9	126483	C20H25O14N1S0
AO_high_1_Segment9	72403.6	C21H29O13N1S0
AO_high_1_Segment9	89557	C19H23O15N1S0
AO_high_1_Segment9	70969.6	C20H27O14N1S0
AO_high_1_Segment9	81768.2	C23H25O12N1S0
AO_high_1_Segment9	82110.2	C21H19O14N1S0
AO_high_1_Segment9	153178.9	C22H23O13N1S0
AO_high_1_Segment9	93179.5	C23H27O12N1S0
AO_high_1_Segment9	165469.9	C21H21O14N1S0
AO_high_1_Segment9	173534.6	C22H25O13N1S0
AO_high_1_Segment9	209122.1	C21H23O14N1S0
AO_high_1_Segment9	145314.7	C22H27O13N1S0
AO_high_1_Segment9	126198	C20H21O15N1S0
AO_high_1_Segment9	69022.6	C28H21O9N1S0
AO_high_1_Segment9	176678.7	C21H25O14N1S0
AO_high_1_Segment9	84791.4	C22H29O13N1S0
AO_high_1_Segment9	123115.1	C20H23O15N1S0
AO_high_1_Segment9	69288.4	C23H21O13N1S0
AO_high_1_Segment9	69608.7	C27H21O10N1S0
AO_high_1_Segment9	79633.5	C21H29O14N1S0
AO_high_1_Segment9	85654.5	C23H23O13N1S0
AO_high_1_Segment9	116061.1	C23H25O13N1S0
AO_high_1_Segment9	69725.9	C24H29O12N1S0
AO_high_1_Segment9	170179.5	C22H23O14N1S0
AO_high_1_Segment9	110084.2	C23H27O13N1S0
AO_high_1_Segment9	91226.2	C21H21O15N1S0
AO_high_1_Segment9	157770.9	C22H25O14N1S0
AO_high_1_Segment9	142513.9	C21H23O15N1S0
AO_high_1_Segment9	130994.6	C22H27O14N1S0
AO_high_1_Segment9	131513.9	C21H25O15N1S0
AO_high_1_Segment9	77930.7	C22H29O14N1S0
AO_high_1_Segment9	70405.8	C27H21O11N1S0
AO_high_1_Segment9	74026.2	C24H25O13N1S0
AO_high_1_Segment9	108946	C23H23O14N1S0
AO_high_1_Segment9	84994.7	C24H27O13N1S0
AO_high_1_Segment9	145306.6	C23H25O14N1S0
AO_high_1_Segment9	143938.6	C22H23O15N1S0
AO_high_1_Segment9	138987.3	C22H25O15N1S0
AO_high_1_Segment9	88348	C23H29O14N1S0
AO_high_1_Segment9	77763.1	C21H23O16N1S0
AO_high_1_Segment9	74552.4	C22H29O15N1S0
AO_high_1_Segment9	102835.7	C24H27O14N1S0
AO_high_1_Segment9	136186.6	C23H25O15N1S0
AO_high_1_Segment9	121665.9	C23H27O15N1S0
AO_high_1_Segment9	90680.1	C22H25O16N1S0
AO_high_1_Segment9	82214.5	C22H27O16N1S0
AO_high_1_Segment9	76409.5	C25H27O14N1S0
AO_high_1_Segment9	82989.7	C24H25O15N1S0
AO_high_1_Segment9	88468.9	C23H25O16N1S0
AO_high_1_Segment9	102471.7	C23H27O16N1S0
AO_high_1_Segment9	76458.6	C25H25O15N1S0
AO_high_1_Segment9	71658.7	C22H31O17N1S0
AO_high_1_Segment9	73896.9	C24H25O16N1S0
AO_high_1_Segment9	76229.5	C25H29O15N1S0
AO_high_1_Segment9	70311.9	C25H31O15N1S0
AO_high_1_Segment9	79701.2	C24H29O16N1S0
AO_high_1_Segment9	100998	C41H85O0N1S0
AO_high_1_Segment9	77099.3	C24H25O17N1S0
AO_high_1_Segment9	70844.2	C26H33O15N1S0
AO_high_1_Segment9	84522	C33H63O8N1S0
AO_high_1_Segment9	74463.4	C23H25O18N1S0
AO_high_1_Segment9	72353.2	C38H49O6N1S0
AO_high_1_Segment9	72663.6	C31H25O13N1S0
AO_high_1_Segment9	101506.3	C42H81O2N1S0
AO_high_1_Segment9	72325.8	C28H35O16N1S0
AO_high_1_Segment9	72408.5	C31H33O14N1S0
AO_high_1_Segment9	76878.2	C39H81O5N1S0
AO_high_1_Segment9	84436.9	C45H77O1N1S0
AO_high_1_Segment9	77961.4	C31H31O19N1S0
AO_high_1_Segment9	74208.3	C34H31O17N1S0
AO_high_1_Segment9	78846.9	C34H31O19N1S0
AO_high_1_Segment9	83600.8	C53H81O10N1S0
AO_high_1_Segment9	82247.6	C38H39O25N1S0
AO_high_1_Segment9	85930.7	C44H69O21N1S0
AO_high_1_Segment9	86433.8	C69H133O0N1S0
AO_high_1_Segment9	82754.8	C44H53O24N1S0
AO_high_1_Segment10	68534.5	C7H13O3N1S0
AO_high_1_Segment10	57411.5	C8H7O3N1S0
AO_high_1_Segment10	66719	C8H9O3N1S0
AO_high_1_Segment10	63640.7	C8H11O3N1S0
AO_high_1_Segment10	58282.3	C12H13O0N1S0
AO_high_1_Segment10	55576.1	C10H11O2N1S0
AO_high_1_Segment10	63157.6	C9H11O3N1S0
AO_high_1_Segment10	70715.1	C8H9O4N1S0
AO_high_1_Segment10	71448.6	C9H13O3N1S0
AO_high_1_Segment10	63869.6	C7H7O5N1S0
AO_high_1_Segment10	64757.3	C8H11O4N1S0
AO_high_1_Segment10	63814	C8H13O4N1S0
AO_high_1_Segment10	59961.5	C10H11O3N1S0
AO_high_1_Segment10	81150.2	C9H9O4N1S0
AO_high_1_Segment10	72097.5	C10H13O3N1S0
AO_high_1_Segment10	76151.4	C8H7O5N1S0
AO_high_1_Segment10	96099.8	C9H11O4N1S0
AO_high_1_Segment10	60079.2	C10H15O3N1S0
AO_high_1_Segment10	65402.3	C9H13O4N1S0
AO_high_1_Segment10	58683.9	C9H15O4N1S0
AO_high_1_Segment10	60550.4	C10H9O4N1S0
AO_high_1_Segment10	80773.4	C10H11O4N1S0
AO_high_1_Segment10	79967.9	C9H9O5N1S0
AO_high_1_Segment10	94510.5	C10H13O4N1S0
AO_high_1_Segment10	97950.4	C9H11O5N1S0
AO_high_1_Segment10	86339.1	C10H15O4N1S0
AO_high_1_Segment10	78951.6	C9H13O5N1S0
AO_high_1_Segment10	66084.4	C11H7O4N1S0
AO_high_1_Segment10	66692.7	C11H11O4N1S0
AO_high_1_Segment10	68581.2	C12H15O3N1S0
AO_high_1_Segment10	66428.1	C10H9O5N1S0
AO_high_1_Segment10	118104.6	C10H11O5N1S0
AO_high_1_Segment10	70482.8	C11H15O4N1S0
AO_high_1_Segment10	126122.9	C10H13O5N1S0
AO_high_1_Segment10	74112.4	C9H11O6N1S0
AO_high_1_Segment10	67166.4	C10H15O5N1S0
AO_high_1_Segment10	74914.4	C12H23O3N1S0
AO_high_1_Segment10	93577.3	C10H19O5N1S0
AO_high_1_Segment10	72376.9	C12H13O4N1S0
AO_high_1_Segment10	80344.6	C11H11O5N1S0
AO_high_1_Segment10	71686	C12H15O4N1S0
AO_high_1_Segment10	131925.1	C11H13O5N1S0
AO_high_1_Segment10	61522.3	C12H17O4N1S0
AO_high_1_Segment10	68704.2	C10H11O6N1S0
AO_high_1_Segment10	142397.3	C11H15O5N1S0
AO_high_1_Segment10	107156.8	C10H13O6N1S0
AO_high_1_Segment10	95765.7	C11H17O5N1S0
AO_high_1_Segment10	89965.9	C10H15O6N1S0
AO_high_1_Segment10	63983	C12H11O5N1S0
AO_high_1_Segment10	69919.6	C13H15O4N1S0
AO_high_1_Segment10	65264.2	C14H19O3N1S0
AO_high_1_Segment10	96424.9	C12H13O5N1S0
AO_high_1_Segment10	85369.4	C13H17O4N1S0
AO_high_1_Segment10	93620.9	C11H11O6N1S0
AO_high_1_Segment10	104705.3	C12H15O5N1S0
AO_high_1_Segment10	66715.7	C13H19O4N1S0
AO_high_1_Segment10	152980.2	C11H13O6N1S0
AO_high_1_Segment10	104580.5	C12H17O5N1S0
AO_high_1_Segment10	68714.7	C10H11O7N1S0
AO_high_1_Segment10	208946.9	C11H15O6N1S0
AO_high_1_Segment10	66495.3	C10H13O7N1S0
AO_high_1_Segment10	97021.4	C11H17O6N1S0
AO_high_1_Segment10	65205.6	C12H21O5N1S0
AO_high_1_Segment10	62855.5	C12H9O6N1S0
AO_high_1_Segment10	61611.6	C14H17O4N1S0
AO_high_1_Segment10	69750.3	C12H11O6N1S0
AO_high_1_Segment10	109688.3	C13H15O5N1S0
AO_high_1_Segment10	68616.3	C14H19O4N1S0
AO_high_1_Segment10	146486.7	C12H13O6N1S0
AO_high_1_Segment10	106998.6	C13H17O5N1S0
AO_high_1_Segment10	67818.6	C14H21O4N1S0
AO_high_1_Segment10	88147.2	C11H11O7N1S0
AO_high_1_Segment10	246787.1	C12H15O6N1S0
AO_high_1_Segment10	130686.1	C11H13O7N1S0
AO_high_1_Segment10	223966	C12H17O6N1S0
AO_high_1_Segment10	176328.1	C11H15O7N1S0
AO_high_1_Segment10	78968	C12H19O6N1S0
AO_high_1_Segment10	67691.6	C10H13O8N1S0
AO_high_1_Segment10	92625.5	C11H17O7N1S0
AO_high_1_Segment10	68662.9	C13H11O6N1S0
AO_high_1_Segment10	65318.8	C14H15O5N1S0
AO_high_1_Segment10	67998.7	C15H19O4N1S0
AO_high_1_Segment10	123124.5	C13H13O6N1S0
AO_high_1_Segment10	120916.4	C14H17O5N1S0
AO_high_1_Segment10	77887	C12H11O7N1S0
AO_high_1_Segment10	247678.9	C13H15O6N1S0
AO_high_1_Segment10	84330.8	C14H19O5N1S0
AO_high_1_Segment10	170474.6	C12H13O7N1S0
AO_high_1_Segment10	306554.5	C13H17O6N1S0
AO_high_1_Segment10	82106.4	C14H21O5N1S0
AO_high_1_Segment10	66651.9	C11H11O8N1S0
AO_high_1_Segment10	333879.8	C12H15O7N1S0
AO_high_1_Segment10	161175.8	C13H19O6N1S0
AO_high_1_Segment10	81103.3	C11H13O8N1S0
AO_high_1_Segment10	247767.3	C12H17O7N1S0
AO_high_1_Segment10	77351.3	C13H21O6N1S0
AO_high_1_Segment10	66969.3	C11H15O8N1S0
AO_high_1_Segment10	71213.3	C15H15O5N1S0
AO_high_1_Segment10	103017.3	C12H19O7N1S0
AO_high_1_Segment10	61570.1	C13H9O7N1S0
AO_high_1_Segment10	74854.3	C14H13O6N1S0
AO_high_1_Segment10	61650.3	C16H7O5N1S0
AO_high_1_Segment10	72854.4	C13H11O7N1S0
AO_high_1_Segment10	128198.6	C14H15O6N1S0
AO_high_1_Segment10	73694.8	C15H19O5N1S0
AO_high_1_Segment10	181009.8	C13H13O7N1S0
AO_high_1_Segment10	261330.1	C14H17O6N1S0
AO_high_1_Segment10	79522.3	C15H21O5N1S0
AO_high_1_Segment10	68912.1	C12H11O8N1S0
AO_high_1_Segment10	446656.3	C13H15O7N1S0
AO_high_1_Segment10	225312.6	C14H19O6N1S0
AO_high_1_Segment10	148417.4	C12H13O8N1S0
AO_high_1_Segment10	475153.8	C13H17O7N1S0
AO_high_1_Segment10	100498.1	C14H21O6N1S0
AO_high_1_Segment10	62957.1	C11H11O9N1S0
AO_high_1_Segment10	255237.5	C12H15O8N1S0
AO_high_1_Segment10	212549.9	C13H19O7N1S0
AO_high_1_Segment10	65779.8	C11H13O9N1S0
AO_high_1_Segment10	84117.1	C15H15O6N1S0
AO_high_1_Segment10	78477.4	C12H19O8N1S0
AO_high_1_Segment10	68141.6	C16H19O5N1S0
AO_high_1_Segment10	105048	C14H13O7N1S0
AO_high_1_Segment10	79128.3	C11H17O9N1S0
AO_high_1_Segment10	146656.5	C15H17O6N1S0
AO_high_1_Segment10	293293.6	C14H15O7N1S0
AO_high_1_Segment10	183502.1	C15H19O6N1S0
AO_high_1_Segment10	64806.7	C16H23O5N1S0
AO_high_1_Segment10	169772.5	C13H13O8N1S0
AO_high_1_Segment10	601517.1	C14H17O7N1S0
AO_high_1_Segment10	114813.7	C15H21O6N1S0
AO_high_1_Segment10	400269.9	C13H15O8N1S0
AO_high_1_Segment10	411406.6	C14H19O7N1S0
AO_high_1_Segment10	107168.4	C12H13O9N1S0
AO_high_1_Segment10	470705.1	C13H17O8N1S0
AO_high_1_Segment10	148641.7	C14H21O7N1S0
AO_high_1_Segment10	63052.7	C15H11O7N1S0
AO_high_1_Segment10	109877.1	C12H15O9N1S0
AO_high_1_Segment10	237205.8	C13H19O8N1S0
AO_high_1_Segment10	69219	C19H13O4N1S0
AO_high_1_Segment10	101531.2	C12H17O9N1S0
AO_high_1_Segment10	65979.5	C16H17O6N1S0
AO_high_1_Segment10	80783.9	C13H21O8N1S0
AO_high_1_Segment10	133586.1	C15H15O7N1S0
AO_high_1_Segment10	117938.8	C16H19O6N1S0
AO_high_1_Segment10	118953.8	C14H13O8N1S0
AO_high_1_Segment10	390602.6	C15H17O7N1S0
AO_high_1_Segment10	87947.3	C16H21O6N1S0
AO_high_1_Segment10	71058.5	C13H11O9N1S0
AO_high_1_Segment10	419635.3	C14H15O8N1S0
AO_high_1_Segment10	510132	C15H19O7N1S0
AO_high_1_Segment10	87132.8	C16H23O6N1S0
AO_high_1_Segment10	113676.8	C13H13O9N1S0
AO_high_1_Segment10	741853.6	C14H17O8N1S0
AO_high_1_Segment10	244158.3	C15H21O7N1S0
AO_high_1_Segment10	282503.8	C13H15O9N1S0
AO_high_1_Segment10	485000.5	C14H19O8N1S0
AO_high_1_Segment10	89297.3	C15H23O7N1S0
AO_high_1_Segment10	278387.2	C13H17O9N1S0
AO_high_1_Segment10	174356	C14H21O8N1S0
AO_high_1_Segment10	73062.3	C12H15O10N1S0
AO_high_1_Segment10	66950.6	C16H15O7N1S0
AO_high_1_Segment10	144415.1	C13H19O9N1S0
AO_high_1_Segment10	80367.4	C17H19O6N1S0
AO_high_1_Segment10	85482	C15H13O8N1S0
AO_high_1_Segment10	158474.8	C16H17O7N1S0
AO_high_1_Segment10	78411.2	C13H21O9N1S0
AO_high_1_Segment10	88891.6	C17H21O6N1S0
AO_high_1_Segment10	258454.2	C15H15O8N1S0
AO_high_1_Segment10	309367	C16H19O7N1S0
AO_high_1_Segment10	68079.8	C17H23O6N1S0
AO_high_1_Segment10	131921.6	C14H13O9N1S0
AO_high_1_Segment10	758498.4	C15H17O8N1S0
AO_high_1_Segment10	265443.2	C16H21O7N1S0
AO_high_1_Segment10	78227.9	C17H25O6N1S0
AO_high_1_Segment10	65425.1	C17H11O7N1S0
AO_high_1_Segment10	455821.5	C14H15O9N1S0
AO_high_1_Segment10	820750.3	C15H19O8N1S0
AO_high_1_Segment10	185647.1	C16H23O7N1S0
AO_high_1_Segment10	700985.2	C14H17O9N1S0
AO_high_1_Segment10	396537.9	C15H21O8N1S0
AO_high_1_Segment10	70650.7	C16H25O7N1S0
AO_high_1_Segment10	113923.5	C13H15O10N1S0
AO_high_1_Segment10	66859.9	C17H15O7N1S0
AO_high_1_Segment10	373156.3	C14H19O9N1S0
AO_high_1_Segment10	65348.6	C18H19O6N1S0
AO_high_1_Segment10	101941.1	C15H23O8N1S0
AO_high_1_Segment10	65621.6	C16H13O8N1S0
AO_high_1_Segment10	74182.4	C17H17O7N1S0
AO_high_1_Segment10	140814.8	C14H21O9N1S0
AO_high_1_Segment10	64653.6	C15H25O8N1S0
AO_high_1_Segment10	131543.3	C16H15O8N1S0
AO_high_1_Segment10	76767.8	C13H19O10N1S0
AO_high_1_Segment10	159288.1	C17H19O7N1S0
AO_high_1_Segment10	68592.5	C14H23O9N1S0
AO_high_1_Segment10	64200.8	C18H23O6N1S0
AO_high_1_Segment10	107007.6	C15H13O9N1S0
AO_high_1_Segment10	395872.3	C16H17O8N1S0
AO_high_1_Segment10	201761	C17H21O7N1S0
AO_high_1_Segment10	71649.8	C18H25O6N1S0
AO_high_1_Segment10	72919.1	C14H11O10N1S0
AO_high_1_Segment10	371847.8	C15H15O9N1S0
AO_high_1_Segment10	733320.6	C16H19O8N1S0
AO_high_1_Segment10	173609.3	C17H23O7N1S0
AO_high_1_Segment10	67786	C18H27O6N1S0
AO_high_1_Segment10	89518.7	C14H13O10N1S0
AO_high_1_Segment10	924079.4	C15H17O9N1S0
AO_high_1_Segment10	540592.1	C16H21O8N1S0
AO_high_1_Segment10	96912.8	C17H25O7N1S0
AO_high_1_Segment10	266261.5	C14H15O10N1S0
AO_high_1_Segment10	864598.3	C15H19O9N1S0
AO_high_1_Segment10	185206.9	C16H23O8N1S0
AO_high_1_Segment10	377979.8	C14H17O10N1S0
AO_high_1_Segment10	342268.5	C15H21O9N1S0
AO_high_1_Segment10	67685.2	C16H25O8N1S0
